links,name,price,buy,contents,details,stars,size_colors,images,""""
 https://tiki.vn/ao-khoac-hoodie-ni-unisex-co-mu-phong-cach-ulzzang-phoi-mau-gradient-t80-p136432419.html?spid=136432423 ,Áo khoác hoodie nỉ Unisex có mũ phong cách Ulzzang phối màu Gradient T80,165.000 ₫,  ,"Áo khoác hoodie nỉ Unisex có mũ phong cách Ulzzang phối màu Gradient T80
HƯỚNG DẪN CHỌN SIZE
Size L: Từ 45-58Kg. Cao dưới 1m65
Size XL: Từ 59-63Kg. Cao dưới 1m7
Size 2XL: Từ 64-68Kg. Cao dưới 1m75
Size 3XL: Từ 69-75Kg. Cao dưới 1m8
THÔNG TIN SẢN PHẨM
- Chất vải nỉ bông mặc rất ấm
- Kiểu dáng Ulazzang+ phối màu Gradient phong cách+ năng động
- Form Unisex cho cả nam và nữ
- Màu sắc: Trắng+ Xanh lam
SPORT NEW CAM KẾT
Hình ảnh sản phẩm là ảnh thât+ sản phẩm giống ảnh 100%
Hàng có sẵn+ thời gian giao hàng nhanh
Hoàn tiền nếu sản phẩm không giống với mô tả"," Chất liệu Nỉ
Xuất xứ Trung Quốc
Xuất xứ thương hiệu Trung Quốc
Thương hiệu OEM ",  ," Trắng2XL
3XL
L ", https://salt.tikicdn.com/ts/upload/ae/f5/15/2228f38cf84d1b8451bb49e2c4537081.png https://salt.tikicdn.com/ts/upload/ed/5e/b8/8538366274240326978318348ea8af7c.png https://salt.tikicdn.com/ts/upload/67/de/1e/90e54b0a7a59948dd910ba50954c702e.png https://salt.tikicdn.com/ts/upload/d7/d4/a8/34939af2da1ceeeae9f95b7485784233.png https://salt.tikicdn.com/ts/upload/40/44/6c/b80ad73e5e84aeb71c08e5d8d438eaa1.png https://salt.tikicdn.com/ts/upload/e5/1d/22/61ff572362f08ead7f34ce410a4a6f96.png https://frontend.tikicdn.com/_desktop-next/static/img/icon-seller.svg data:image/svg+xml;base64+PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+ https://salt.tikicdn.com/cache/400x400/ts/product/16/65/b6/cce89bb82e75b97b9fe51edba0e45ad4.jpg https://salt.tikicdn.com/ts/upload/dc/0d/49/ef9dc5d8164bd62b011e54276502b342.png https://salt.tikicdn.com/cache/100x100/ts/product/16/65/b6/cce89bb82e75b97b9fe51edba0e45ad4.jpg https://salt.tikicdn.com/cache/100x100/ts/product/69/c5/bd/63a571d987006ec19465ea1df6e0d62f.jpg https://salt.tikicdn.com/cache/100x100/ts/product/e7/0b/a3/5043490fbab55acc7027ce0c4e55a774.jpg https://salt.tikicdn.com/cache/100x100/ts/product/e6/a7/5b/74d111a56e8182af7f9de863aca6b238.jpg https://salt.tikicdn.com/cache/100x100/ts/product/05/12/a6/4b5b419ec220093e938b0b6b72ea73de.jpg https://salt.tikicdn.com/cache/100x100/ts/product/1f/ac/65/787986fd5e3c35a72965d5374de9e40c.jpg https://frontend.tikicdn.com/_desktop-next/static/img/pdp_revamp_v2/social-facebook.svg https://frontend.tikicdn.com/_desktop-next/static/img/pdp_revamp_v2/social-messenger.svg https://frontend.tikicdn.com/_desktop-next/static/img/pdp_revamp_v2/social-pinterest.svg https://frontend.tikicdn.com/_desktop-next/static/img/pdp_revamp_v2/social-twitter.svg https://frontend.tikicdn.com/_desktop-next/static/img/pdp_revamp_v2/social-copy.svg https://frontend.tikicdn.com/_desktop-next/static/img/pdp_revamp_v2/icons-like.svg https://salt.tikicdn.com/cache/w1080/ts/tka/78/67/15/be002ef26f4522a483c8376715133b29.png https://salt.tikicdn.com/ts/upload/2e/da/c9/4b9c0150392c753ccb65b2595500e9d6.png https://frontend.tikicdn.com/_desktop-next/static/img/pdp_revamp_v2/question.svg https://salt.tikicdn.com/ts/upload/7b/17/f7/4860983e93ea3c264ae0d932c58ec4f7.png https://frontend.tikicdn.com/_desktop-next/static/img/pdp_revamp_v2/question.svg https://salt.tikicdn.com/ts/upload/21/b3/00/bab4964906fcb6c56d57d9d69a6b2995.png https://frontend.tikicdn.com/_desktop-next/static/img/pdp_revamp_v2/question.svg https://salt.tikicdn.com/cache/100x100/ts/product/16/65/b6/cce89bb82e75b97b9fe51edba0e45ad4.jpg https://frontend.tikicdn.com/_desktop-next/static/img/pdp_revamp_v2/selected-variant-indicator.svg https://salt.tikicdn.com/cache/100x100/ts/product/69/c5/bd/63a571d987006ec19465ea1df6e0d62f.jpg https://frontend.tikicdn.com/_desktop-next/static/img/pdp_revamp_v2/selected-variant-indicator.svg https://frontend.tikicdn.com/_desktop-next/static/img/pdp_revamp_v2/selected-variant-indicator.svg https://frontend.tikicdn.com/_desktop-next/static/img/pdp_revamp_v2/selected-variant-indicator.svg https://frontend.tikicdn.com/_desktop-next/static/img/pdp_revamp_v2/selected-variant-indicator.svg https://frontend.tikicdn.com/_desktop-next/static/img/pdp_revamp_v2/selected-variant-indicator.svg https://salt.tikicdn.com/ts/upload/63/43/b6/472934eece91531f0855b86a00a3b1a1.png https://salt.tikicdn.com/ts/upload/32/47/d7/5798c9bee17003cf7995c37930f0eeac.png https://frontend.tikicdn.com/_desktop-next/static/img/pdp_revamp_v2/icons-remove.svg https://frontend.tikicdn.com/_desktop-next/static/img/pdp_revamp_v2/icons-add.svg https://vcdn.tikicdn.com/cache/w100/ts/seller/8a/a4/0b/95e2add400c1f0061f006d586c613509.jpg https://salt.tikicdn.com/cache/w100/ts/upload/fa/9c/2a/6f2fdcc4e24bc81328a73eecdb373bb2.png https://salt.tikicdn.com/ts/upload/49/27/ff/d735c33edfdc6cf6aeb6e183bec28869.png https://salt.tikicdn.com/ts/upload/5b/bf/3c/eeda00767e26b5873030e44f951441c4.png https://salt.tikicdn.com/ts/upload/2c/48/44/720434869e103b03aaaf1a104d91ad25.png https://salt.tikicdn.com/ts/upload/4b/a1/23/1606089d5423e5cba05e3820ad39708e.png https://salt.tikicdn.com/ts/upload/63/75/6a/144ada409519d72e2978ad2c61bc02a7.png https://salt.tikicdn.com/cache/200x200/ts/product/17/d7/4c/198f0ad296e354f6c3b7d649591dfb88.jpg https://salt.tikicdn.com/ts/upload/dc/0d/49/ef9dc5d8164bd62b011e54276502b342.png https://salt.tikicdn.com/ts/upload/51/ac/cc/528e80fe3f464f910174e2fdf8887b6f.png https://salt.tikicdn.com/cache/200x200/ts/product/17/d7/4c/36f2c966a20d418dad1754774fb4e3f8.jpg https://salt.tikicdn.com/ts/upload/dc/0d/49/ef9dc5d8164bd62b011e54276502b342.png https://salt.tikicdn.com/cache/200x200/ts/product/c8/1f/93/f69610eed1202baa4550460c1f0daf74.jpg https://salt.tikicdn.com/cache/200x200/ts/product/18/ff/a1/ccd57714381e3091e119ff51f01d1b30.jpg https://salt.tikicdn.com/ts/upload/dc/0d/49/ef9dc5d8164bd62b011e54276502b342.png https://salt.tikicdn.com/cache/200x200/ts/product/e4/7a/4d/86336db75abf7f1246678193964ad363.jpg https://salt.tikicdn.com/ts/upload/dc/0d/49/ef9dc5d8164bd62b011e54276502b342.png https://salt.tikicdn.com/cache/200x200/ts/product/a4/32/80/c54e0e53e19a6c2c1a464fbac1385e68.jpg https://frontend.tikicdn.com/_desktop-next/static/img/footer/bo-cong-thuong-2.png https://frontend.tikicdn.com/_desktop-next/static/img/footer/bo-cong-thuong.svg https://frontend.tikicdn.com/_desktop-next/static/img/footer/qrcode.png https://frontend.tikicdn.com/_desktop-next/static/img/icons/appstore.png https://frontend.tikicdn.com/_desktop-next/static/img/icons/playstore.png  ,
 https://tiki.vn/sale-30-quan-tay-nam-mau-den-mix-kep-vuong-phom-han-chuan-chat-vai-cheo-cao-cap-dang-om-body-quan-tay-re-ben-p150184854.html?spid=150184875 ,( Sale 30%)Quần tây nam màu đen mix kẹp vuông phom hàn chuẩn+ chất vải chéo cao cấp dáng ôm body.quần tây rẻ+ bền,119.000 ₫,  ,"Đây là sản phẩm CHÍNH HÃNG XƯỞNG 100%
Cam kết GIÁ CẢ và CHẤT LƯỢNG luôn tốt Top thị trường.
Khách có thể XEM HÀNG trước khi thanh toán ( Khách yêu cầu nhân viên giao hàng gọi cho Shop để được xem hàng )
Zack Men Store Ship hàng trên TOÀN QUỐC
Khách Yêu hãy -THẢ TIM- cho sản phẩm để nhận được Khuyến mãi ạ ~~
Nhấn -THEO DÕI- Shop để thường xuyên cập nhật các sản phẩm mới nhất với giá ưu đãi
------------------------------
Size 28 : Cân nặng 45-52kg+ cao 1m60 - 1m67 / Chiều dài quần 90cm+ vòng bụng 70cm+ ống côn 15
Size 29 : Cân nặng 53-57kg+ cao 1m65 - 1m70 / Chiều dài quần 92cm+ vòng bụng 75cm+ ống côn 15+5
Size 30 : Cân nặng 58-62kg+ cao 1m68 - 1m75 / Chiều dài quần 94cm+ vòng bụng 79cm+ ống côn 16
Size 31 : Cân nặng 63-68kg+ cao 1m70 - 1m76 / Chiều dài quần 96cm+ vòng bụng 84cm+ ống côn 16+5
Size 32 : Cân nặng 67-74kg+ cao 1m70 - 1m80 / Chiều dài quần 98cm+ vòng bụng 87cm+ ống côn 17
Size 33 : Cân nặng 73-80kg+ cao 1m75 - 1m85 / Chiều dài quần 100cm+ vòng bụng 92cm+ ống côn 17+5
Size 34 : Cân nặng 79-85kg+ cao 1m75 - 1m90 / Chiều dài quần 102cm+ vòng bụng 95cm+ ống côn 18
------------------------------"," Xuất xứ Việt Nam
Chất liệu chéo
Xuất xứ thương hiệu Việt Nam
Thương hiệu OEM ",  ," 28
29
30
33
34 ", https://salt.tikicdn.com/ts/upload/ae/f5/15/2228f38cf84d1b8451bb49e2c4537081.png https://salt.tikicdn.com/ts/upload/ed/5e/b8/8538366274240326978318348ea8af7c.png https://salt.tikicdn.com/ts/upload/67/de/1e/90e54b0a7a59948dd910ba50954c702e.png https://salt.tikicdn.com/ts/upload/d7/d4/a8/34939af2da1ceeeae9f95b7485784233.png https://salt.tikicdn.com/ts/upload/40/44/6c/b80ad73e5e84aeb71c08e5d8d438eaa1.png https://salt.tikicdn.com/ts/upload/e5/1d/22/61ff572362f08ead7f34ce410a4a6f96.png https://frontend.tikicdn.com/_desktop-next/static/img/icon-seller.svg data:image/svg+xml;base64+PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+ https://salt.tikicdn.com/cache/400x400/ts/product/a4/08/15/170e1189e93759e2d50f88044ca2a65d.jpg https://salt.tikicdn.com/ts/upload/dc/0d/49/ef9dc5d8164bd62b011e54276502b342.png https://salt.tikicdn.com/cache/100x100/ts/product/a4/08/15/170e1189e93759e2d50f88044ca2a65d.jpg https://salt.tikicdn.com/cache/100x100/ts/product/23/e9/db/7e7226acb00efcc260d208bc2e0d06e8.jpg https://salt.tikicdn.com/cache/100x100/ts/product/31/5c/37/b809e7b26f9e2044052038dca12404a6.jpg https://salt.tikicdn.com/cache/100x100/ts/product/b8/ba/d0/6e6ab5ebc13474e4fbd7f525d4c998ba.jpg https://salt.tikicdn.com/cache/100x100/ts/product/90/37/ab/fb8de7625bf925e2101bc363f4f4b320.jpg https://frontend.tikicdn.com/_desktop-next/static/img/pdp_revamp_v2/social-facebook.svg https://frontend.tikicdn.com/_desktop-next/static/img/pdp_revamp_v2/social-messenger.svg https://frontend.tikicdn.com/_desktop-next/static/img/pdp_revamp_v2/social-pinterest.svg https://frontend.tikicdn.com/_desktop-next/static/img/pdp_revamp_v2/social-twitter.svg https://frontend.tikicdn.com/_desktop-next/static/img/pdp_revamp_v2/social-copy.svg https://frontend.tikicdn.com/_desktop-next/static/img/pdp_revamp_v2/icons-like.svg https://salt.tikicdn.com/ts/upload/2e/da/c9/4b9c0150392c753ccb65b2595500e9d6.png https://frontend.tikicdn.com/_desktop-next/static/img/pdp_revamp_v2/question.svg https://salt.tikicdn.com/ts/upload/7b/17/f7/4860983e93ea3c264ae0d932c58ec4f7.png https://frontend.tikicdn.com/_desktop-next/static/img/pdp_revamp_v2/question.svg https://salt.tikicdn.com/ts/upload/21/b3/00/bab4964906fcb6c56d57d9d69a6b2995.png https://frontend.tikicdn.com/_desktop-next/static/img/pdp_revamp_v2/question.svg https://frontend.tikicdn.com/_desktop-next/static/img/pdp_revamp_v2/selected-variant-indicator.svg https://frontend.tikicdn.com/_desktop-next/static/img/pdp_revamp_v2/selected-variant-indicator.svg https://frontend.tikicdn.com/_desktop-next/static/img/pdp_revamp_v2/selected-variant-indicator.svg https://frontend.tikicdn.com/_desktop-next/static/img/pdp_revamp_v2/selected-variant-indicator.svg https://frontend.tikicdn.com/_desktop-next/static/img/pdp_revamp_v2/selected-variant-indicator.svg https://frontend.tikicdn.com/_desktop-next/static/img/pdp_revamp_v2/selected-variant-indicator.svg https://frontend.tikicdn.com/_desktop-next/static/img/pdp_revamp_v2/selected-variant-indicator.svg https://salt.tikicdn.com/ts/upload/63/43/b6/472934eece91531f0855b86a00a3b1a1.png https://salt.tikicdn.com/ts/upload/32/47/d7/5798c9bee17003cf7995c37930f0eeac.png https://frontend.tikicdn.com/_desktop-next/static/img/pdp_revamp_v2/icons-remove.svg https://frontend.tikicdn.com/_desktop-next/static/img/pdp_revamp_v2/icons-add.svg https://vcdn.tikicdn.com/cache/w100/ts/seller/b7/2c/9c/dda7c3b645e112f8a4c4fb0f619d09bf.jpg https://salt.tikicdn.com/ts/upload/49/27/ff/d735c33edfdc6cf6aeb6e183bec28869.png https://salt.tikicdn.com/ts/upload/5b/bf/3c/eeda00767e26b5873030e44f951441c4.png https://salt.tikicdn.com/ts/upload/2c/48/44/720434869e103b03aaaf1a104d91ad25.png https://salt.tikicdn.com/ts/upload/4b/a1/23/1606089d5423e5cba05e3820ad39708e.png https://salt.tikicdn.com/ts/upload/63/75/6a/144ada409519d72e2978ad2c61bc02a7.png https://salt.tikicdn.com/cache/200x200/ts/product/41/b2/17/66d38f1e78f5f6eb580f0447eb89aa28.jpg https://salt.tikicdn.com/ts/upload/dc/0d/49/ef9dc5d8164bd62b011e54276502b342.png https://salt.tikicdn.com/cache/200x200/ts/product/41/ce/c4/8e5281e24042e12bf2701feca0b5c52e.jpg https://salt.tikicdn.com/ts/upload/dc/0d/49/ef9dc5d8164bd62b011e54276502b342.png https://salt.tikicdn.com/cache/200x200/ts/product/f3/59/8f/2c5bb5a0c264101ea225ee9efbf0c2e2.jpg https://salt.tikicdn.com/ts/upload/dc/0d/49/ef9dc5d8164bd62b011e54276502b342.png https://salt.tikicdn.com/cache/200x200/ts/product/ed/78/0d/396d5553b0e150de685ef68883156f9d.jpg https://salt.tikicdn.com/cache/200x200/ts/product/d2/cf/b5/88ff5a939df3740a619da3f8d6aaab0e.jpg https://salt.tikicdn.com/ts/upload/dc/0d/49/ef9dc5d8164bd62b011e54276502b342.png https://salt.tikicdn.com/cache/200x200/ts/product/bf/8c/24/95fc9bf56d64b8a085e5035d5db260e8.jpg https://salt.tikicdn.com/ts/upload/dc/0d/49/ef9dc5d8164bd62b011e54276502b342.png https://frontend.tikicdn.com/_desktop-next/static/img/footer/bo-cong-thuong-2.png https://frontend.tikicdn.com/_desktop-next/static/img/footer/bo-cong-thuong.svg https://frontend.tikicdn.com/_desktop-next/static/img/footer/qrcode.png https://frontend.tikicdn.com/_desktop-next/static/img/icons/appstore.png https://frontend.tikicdn.com/_desktop-next/static/img/icons/playstore.png  ,
 https://tiki.vn/combo-5-ao-thun-tron-nam-form-rong-phong-cach-han-quoc-vai-poly-cotton-min-mau-ngau-nhien-sieu-sale-sieu-sale-p97861165.html?spid=116142220 ,COMBO 5 Áo thun trơn nam form rộng phong cách hàn quốc vải poly cotton mịn MÀU NGẪU NHIÊN SIÊU SALE !! SIÊU SALE !!,119.000 ₫,  ,"COMBO 5 Áo thun trơn nam form rộng phong cách hàn quốc vải poly cotton mịn MÀU NGẪU NHIÊN
Chất liệu thun mềm mại co giãn tốt + thoáng mát
Thiết kế thời trang phù hợp xu hướng hiện nay
Kiểu dáng đa phong cách
Kiểu áo: Tay ngắn+ cổ tròn
Họa tiết: Áo thun trơn
Kiểu form: Body
Phong cách: duyên dáng+ cá tính+ năng động
Đối tượng: Nam+ nữ+ trẻ em
Size XS cho người từ 25-35 kg ( Trẻ Em )
HƯỚNG DẪN CHỌN SIZE
- Size XS: dưới 37kg / Cao dưới 1m45 ( size trẻ em)
- Size S: 40-46kg / Cao 1m46 - 1m58
- Size M: 47-55kg / Cao 1m55- 1m65
- Size L: 55-60kg / Cao 1m60 - 1m71"," Chất liệu Cotton
Xuất xứ Việt Nam
Xuất xứ thương hiệu Việt Nam
Thương hiệu OEM ",  ," L
M
S
XXL ", https://salt.tikicdn.com/ts/upload/ae/f5/15/2228f38cf84d1b8451bb49e2c4537081.png https://salt.tikicdn.com/ts/upload/ed/5e/b8/8538366274240326978318348ea8af7c.png https://salt.tikicdn.com/ts/upload/67/de/1e/90e54b0a7a59948dd910ba50954c702e.png https://salt.tikicdn.com/ts/upload/d7/d4/a8/34939af2da1ceeeae9f95b7485784233.png https://salt.tikicdn.com/ts/upload/40/44/6c/b80ad73e5e84aeb71c08e5d8d438eaa1.png https://salt.tikicdn.com/ts/upload/e5/1d/22/61ff572362f08ead7f34ce410a4a6f96.png https://frontend.tikicdn.com/_desktop-next/static/img/icon-seller.svg data:image/svg+xml;base64+PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+ https://salt.tikicdn.com/cache/400x400/ts/product/c2/5f/d3/9e3861aef61e10c3930cf6a966479ab7.jpg https://salt.tikicdn.com/ts/upload/dc/0d/49/ef9dc5d8164bd62b011e54276502b342.png https://salt.tikicdn.com/cache/100x100/ts/product/c2/5f/d3/9e3861aef61e10c3930cf6a966479ab7.jpg https://salt.tikicdn.com/cache/100x100/ts/product/46/26/6a/ca66c5028a30a2c6b7cec7164e6de566.jpg https://salt.tikicdn.com/cache/100x100/ts/product/54/55/2c/4430cb7b71b5c850bb416afc662c420e.jpg https://salt.tikicdn.com/cache/100x100/ts/product/57/10/92/5b2fa89af6eab27cd65601fdc28b15df.jpg https://salt.tikicdn.com/cache/100x100/ts/product/75/96/e9/947ae2e99d400a80ea3c77769ced7658.jpg https://salt.tikicdn.com/cache/100x100/ts/product/a2/7e/8a/37a48f6e388509639332f9b4d2aa9bd3.jpg https://frontend.tikicdn.com/_desktop-next/static/img/pdp_revamp_v2/social-facebook.svg https://frontend.tikicdn.com/_desktop-next/static/img/pdp_revamp_v2/social-messenger.svg https://frontend.tikicdn.com/_desktop-next/static/img/pdp_revamp_v2/social-pinterest.svg https://frontend.tikicdn.com/_desktop-next/static/img/pdp_revamp_v2/social-twitter.svg https://frontend.tikicdn.com/_desktop-next/static/img/pdp_revamp_v2/social-copy.svg https://frontend.tikicdn.com/_desktop-next/static/img/pdp_revamp_v2/icons-like.svg https://salt.tikicdn.com/cache/w1080/ts/tka/78/67/15/be002ef26f4522a483c8376715133b29.png https://salt.tikicdn.com/ts/upload/2e/da/c9/4b9c0150392c753ccb65b2595500e9d6.png https://frontend.tikicdn.com/_desktop-next/static/img/pdp_revamp_v2/question.svg https://salt.tikicdn.com/ts/upload/7b/17/f7/4860983e93ea3c264ae0d932c58ec4f7.png https://frontend.tikicdn.com/_desktop-next/static/img/pdp_revamp_v2/question.svg https://salt.tikicdn.com/ts/upload/21/b3/00/bab4964906fcb6c56d57d9d69a6b2995.png https://frontend.tikicdn.com/_desktop-next/static/img/pdp_revamp_v2/question.svg https://frontend.tikicdn.com/_desktop-next/static/img/pdp_revamp_v2/selected-variant-indicator.svg https://frontend.tikicdn.com/_desktop-next/static/img/pdp_revamp_v2/selected-variant-indicator.svg https://frontend.tikicdn.com/_desktop-next/static/img/pdp_revamp_v2/selected-variant-indicator.svg https://frontend.tikicdn.com/_desktop-next/static/img/pdp_revamp_v2/selected-variant-indicator.svg https://frontend.tikicdn.com/_desktop-next/static/img/pdp_revamp_v2/selected-variant-indicator.svg https://frontend.tikicdn.com/_desktop-next/static/img/pdp_revamp_v2/selected-variant-indicator.svg https://salt.tikicdn.com/ts/upload/63/43/b6/472934eece91531f0855b86a00a3b1a1.png https://salt.tikicdn.com/ts/upload/32/47/d7/5798c9bee17003cf7995c37930f0eeac.png https://frontend.tikicdn.com/_desktop-next/static/img/pdp_revamp_v2/icons-remove.svg https://frontend.tikicdn.com/_desktop-next/static/img/pdp_revamp_v2/icons-add.svg https://vcdn.tikicdn.com/cache/w100/ts/seller/45/b2/e4/852d539e33e82111dff131c8db4f706a.jpg https://salt.tikicdn.com/ts/upload/49/27/ff/d735c33edfdc6cf6aeb6e183bec28869.png https://salt.tikicdn.com/ts/upload/5b/bf/3c/eeda00767e26b5873030e44f951441c4.png https://salt.tikicdn.com/ts/upload/2c/48/44/720434869e103b03aaaf1a104d91ad25.png https://salt.tikicdn.com/ts/upload/4b/a1/23/1606089d5423e5cba05e3820ad39708e.png https://salt.tikicdn.com/ts/upload/63/75/6a/144ada409519d72e2978ad2c61bc02a7.png https://salt.tikicdn.com/cache/200x200/ts/product/9a/bc/f2/ba9a9d603adac82c4487ac050de45bec.jpg https://salt.tikicdn.com/ts/upload/dc/0d/49/ef9dc5d8164bd62b011e54276502b342.png https://salt.tikicdn.com/cache/200x200/ts/product/28/1a/44/3696ab83aa8a52a38366ec74c072a6e6.jpg https://salt.tikicdn.com/ts/upload/dc/0d/49/ef9dc5d8164bd62b011e54276502b342.png https://salt.tikicdn.com/cache/200x200/ts/product/a0/f4/7b/fbf2f4964ea62cb410b0122a3ba5318d.jpg https://salt.tikicdn.com/ts/upload/dc/0d/49/ef9dc5d8164bd62b011e54276502b342.png https://salt.tikicdn.com/cache/200x200/ts/product/b5/84/5d/9ffda173a47faf52377880cb99ba6f99.jpg https://salt.tikicdn.com/ts/upload/dc/0d/49/ef9dc5d8164bd62b011e54276502b342.png https://salt.tikicdn.com/cache/200x200/ts/product/2c/a9/58/cab1e3ebb9e5dc3ff8214c3e42e626a0.jpg https://salt.tikicdn.com/ts/upload/dc/0d/49/ef9dc5d8164bd62b011e54276502b342.png https://salt.tikicdn.com/cache/200x200/ts/product/78/e3/28/4d820e30dc14ddd0e675b602c8905d7b.jpg https://salt.tikicdn.com/ts/upload/dc/0d/49/ef9dc5d8164bd62b011e54276502b342.png https://frontend.tikicdn.com/_desktop-next/static/img/footer/bo-cong-thuong-2.png https://frontend.tikicdn.com/_desktop-next/static/img/footer/bo-cong-thuong.svg https://frontend.tikicdn.com/_desktop-next/static/img/footer/qrcode.png https://frontend.tikicdn.com/_desktop-next/static/img/icons/appstore.png https://frontend.tikicdn.com/_desktop-next/static/img/icons/playstore.png  ,
